,gene_name,exon_coverage,CDS_coverage,Transcript type,transcript_id_y,Gene stable ID
64,GRAPL,1.32768519,1.053895197,protein_coding,ENST00000577213,ENSG00000189152
65,GRAPL,1.32768519,1.053895197,protein_coding,ENST00000437957,ENSG00000189152
66,GRAPL,1.32768519,1.053895197,protein_coding,ENST00000574324,ENSG00000189152
67,GRAPL,1.32768519,1.053895197,nonsense_mediated_decay,ENST00000583540,ENSG00000189152
68,AGAP10,0.75625219,1.206911541,protein_coding,ENST00000452145,ENSG00000204172
69,AGAP10,0.75625219,1.206911541,protein_coding,ENST00000413193,ENSG00000204172
70,AGAP10,0.75625219,1.206911541,protein_coding,ENST00000355232,ENSG00000204172
71,DEFB130,1.264020738,1.264777603,protein_coding,ENST00000437818,ENSG00000233050
72,DEFB130,1.264020738,1.264777603,protein_coding,ENST00000400079,ENSG00000232948
73,RPS17,1.354614506,1.295081484,protein_coding,ENST00000330339,ENSG00000184779
74,RPS17,1.354614506,1.295081484,retained_intron,ENST00000560151,ENSG00000184779
75,RPS17,1.354614506,1.295081484,protein_coding,ENST00000559187,ENSG00000184779
76,RPS17,1.354614506,1.295081484,protein_coding,ENST00000560826,ENSG00000184779
77,RPS17,1.354614506,1.295081484,nonsense_mediated_decay,ENST00000560977,ENSG00000184779
78,RPS17,1.354614506,1.295081484,retained_intron,ENST00000559636,ENSG00000184779
79,RPS17,1.354614506,1.295081484,retained_intron,ENST00000560084,ENSG00000184779
80,RPS17,1.354614506,1.295081484,retained_intron,ENST00000560652,ENSG00000184779
81,RPS17,1.354614506,1.295081484,retained_intron,ENST00000559854,ENSG00000184779
82,RPS17,1.354614506,1.295081484,retained_intron,ENST00000560024,ENSG00000184779
83,KM-PA-2,1.312671493,1.312000558,protein_coding,ENST00000377412,ENSG00000204775
84,GOLGA6L10,1.141799386,1.377738952,protein_coding,ENST00000439287,ENSG00000205281
85,GOLGA6L10,1.141799386,1.377738952,retained_intron,ENST00000559712,ENSG00000205281
86,SSX4,2.571293419,1.473128252,protein_coding,ENST00000376886,ENSG00000204645
87,SSX4,2.571293419,1.473128252,protein_coding,ENST00000375517,ENSG00000204645
88,SSX4,2.571293419,1.473128252,protein_coding,ENST00000595689,ENSG00000268009
89,SSX4,2.571293419,1.473128252,protein_coding,ENST00000595235,ENSG00000269791
90,NPIPB3,1.237598472,1.505393675,protein_coding,ENST00000504841,ENSG00000169246
91,NPIPB3,1.237598472,1.505393675,protein_coding,ENST00000419180,ENSG00000169246
92,NPIPB3,1.237598472,1.505393675,retained_intron,ENST00000542953,ENSG00000169246
93,NPIPB3,1.237598472,1.505393675,processed_transcript,ENST00000519305,ENSG00000169246
94,NPIPB3,1.237598472,1.505393675,protein_coding,ENST00000521589,ENSG00000169246
95,NPIPB3,1.237598472,1.505393675,protein_coding,ENST00000534903,ENSG00000169246
96,NPIPB3,1.237598472,1.505393675,processed_transcript,ENST00000538439,ENSG00000169246
97,NPIPB3,1.237598472,1.505393675,processed_transcript,ENST00000545358,ENSG00000169246
98,NPIPB3,1.237598472,1.505393675,processed_transcript,ENST00000535190,ENSG00000169246
99,NPIPB3,1.237598472,1.505393675,processed_transcript,ENST00000537983,ENSG00000169246
100,NPIPB3,1.237598472,1.505393675,retained_intron,ENST00000543368,ENSG00000169246
101,NPIPB3,1.237598472,1.505393675,processed_transcript,ENST00000544154,ENSG00000169246
102,NPIPB3,1.237598472,1.505393675,protein_coding,ENST00000448012,ENSG00000169246
103,NPIPB3,1.237598472,1.505393675,protein_coding,ENST00000458643,ENSG00000169246
104,NPIPB3,1.237598472,1.505393675,protein_coding,ENST00000542817,ENSG00000169246
105,NBPF11,1.103326493,1.636978469,protein_coding,ENST00000604938,ENSG00000152042
106,NBPF11,1.103326493,1.636978469,retained_intron,ENST00000604393,ENSG00000152042
107,NBPF11,1.103326493,1.636978469,nonsense_mediated_decay,ENST00000603515,ENSG00000152042
108,NBPF11,1.103326493,1.636978469,nonsense_mediated_decay,ENST00000604517,ENSG00000152042
109,NBPF11,1.103326493,1.636978469,nonsense_mediated_decay,ENST00000604906,ENSG00000152042
110,NBPF11,1.103326493,1.636978469,protein_coding,ENST00000605317,ENSG00000152042
111,NBPF11,1.103326493,1.636978469,protein_coding,ENST00000479926,ENSG00000152042
112,NBPF11,1.103326493,1.636978469,protein_coding,ENST00000604894,ENSG00000152042
113,NBPF11,1.103326493,1.636978469,protein_coding,ENST00000401010,ENSG00000152042
114,NBPF11,1.103326493,1.636978469,protein_coding,ENST00000339388,ENSG00000152042
115,NBPF11,1.103326493,1.636978469,protein_coding,ENST00000369323,ENSG00000152042
116,NBPF11,1.103326493,1.636978469,protein_coding,ENST00000401009,ENSG00000152042
117,NBPF11,1.103326493,1.636978469,protein_coding,ENST00000580077,ENSG00000263956
118,SPACA5,3.590927626,1.644921518,protein_coding,ENST00000376940,ENSG00000171489
119,SPACA5,3.590927626,1.644921518,protein_coding,ENST00000304355,ENSG00000171489
120,SPACA5,3.590927626,1.644921518,protein_coding,ENST00000597249,ENSG00000268260
121,SPACA5,3.590927626,1.644921518,protein_coding,ENST00000593552,ENSG00000268260
122,ANXA8L1,1.13121767,1.789595838,protein_coding,ENST00000358140,ENSG00000150165
123,ANXA8L1,1.13121767,1.789595838,protein_coding,ENST00000359178,ENSG00000150165
124,ANXA8L1,1.13121767,1.789595838,protein_coding,ENST00000414655,ENSG00000150165
125,ANXA8L1,1.13121767,1.789595838,protein_coding,ENST00000545298,ENSG00000150165
126,RP11-347C12.1,1.169743882,1.812879547,protein_coding,ENST00000520915,ENSG00000198064
127,RP11-347C12.1,1.169743882,1.812879547,nonsense_mediated_decay,ENST00000562937,ENSG00000198064
128,RP11-347C12.1,1.169743882,1.812879547,protein_coding,ENST00000568053,ENSG00000198064
129,RP11-347C12.1,1.169743882,1.812879547,nonsense_mediated_decay,ENST00000564502,ENSG00000198064
130,RP11-347C12.1,1.169743882,1.812879547,nonsense_mediated_decay,ENST00000564219,ENSG00000198064
131,RP11-347C12.1,1.169743882,1.812879547,protein_coding,ENST00000543463,ENSG00000198064
132,PGA4,1.804167523,1.991368355,protein_coding,ENST00000378149,ENSG00000229183
133,PGA4,1.804167523,1.991368355,retained_intron,ENST00000543193,ENSG00000229183
134,PGA4,1.804167523,1.991368355,retained_intron,ENST00000541743,ENSG00000229183
135,PGA4,1.804167523,1.991368355,retained_intron,ENST00000545726,ENSG00000229183
136,PGA4,1.804167523,1.991368355,retained_intron,ENST00000539581,ENSG00000229183
137,PGA4,1.804167523,1.991368355,protein_coding,ENST00000537932,ENSG00000229183
138,PGA4,1.804167523,1.991368355,protein_coding,ENST00000544899,ENSG00000229183
139,PGA4,1.804167523,1.991368355,protein_coding,ENST00000422676,ENSG00000229183
140,CT45A6,2.817708265,2.006664594,protein_coding,ENST00000491002,ENSG00000226907
141,CT45A6,2.817708265,2.006664594,protein_coding,ENST00000448053,ENSG00000226907
142,CT45A6,2.817708265,2.006664594,protein_coding,ENST00000472834,ENSG00000226907
143,PABPC1L2A,5.995719949,2.07426155,protein_coding,ENST00000373519,ENSG00000186288
144,PABPC1L2A,5.995719949,2.07426155,protein_coding,ENST00000453389,ENSG00000186288
145,PABPC1L2A,5.995719949,2.07426155,protein_coding,ENST00000599024,ENSG00000268574
146,PABPC1L2A,5.995719949,2.07426155,protein_coding,ENST00000601374,ENSG00000268574
147,AMY1A,1.446337756,2.075844444,protein_coding,ENST00000430659,ENSG00000237763
148,AMY1A,1.446337756,2.075844444,protein_coding,ENST00000370083,ENSG00000237763
149,AMY1A,1.446337756,2.075844444,protein_coding,ENST00000422549,ENSG00000237763
150,AMY1A,1.446337756,2.075844444,retained_intron,ENST00000461518,ENSG00000237763
151,AMY1A,1.446337756,2.075844444,processed_transcript,ENST00000494409,ENSG00000237763
152,ZNF140,2.613388598,2.103570584,protein_coding,ENST00000355557,ENSG00000196387
153,ZNF140,2.613388598,2.103570584,protein_coding,ENST00000356456,ENSG00000196387
154,ZNF140,2.613388598,2.103570584,protein_coding,ENST00000412146,ENSG00000196387
155,ZNF140,2.613388598,2.103570584,protein_coding,ENST00000544426,ENSG00000196387
156,ZNF140,2.613388598,2.103570584,protein_coding,ENST00000440984,ENSG00000196387
157,ZNF140,2.613388598,2.103570584,protein_coding,ENST00000319849,ENSG00000196387
158,ZNF140,2.613388598,2.103570584,protein_coding,ENST00000440550,ENSG00000196387
159,ZNF140,2.613388598,2.103570584,nonsense_mediated_decay,ENST00000392041,ENSG00000196387
160,ZNF140,2.613388598,2.103570584,nonsense_mediated_decay,ENST00000536790,ENSG00000196387
161,ZNF140,2.613388598,2.103570584,protein_coding,ENST00000429434,ENSG00000196387
162,NPIPA2,2.135901682,2.132843324,protein_coding,ENST00000530328,ENSG00000254852
163,NPIPA2,2.135901682,2.132843324,protein_coding,ENST00000529166,ENSG00000254852
164,NPIPA2,2.135901682,2.132843324,protein_coding,ENST00000553201,ENSG00000254852
165,GAGE2B,2.001576823,2.309824655,protein_coding,ENST00000381725,ENSG00000231850
166,TRIM49D1,6.122915059,2.313754326,protein_coding,ENST00000530311,ENSG00000223417
167,TRIM49D1,6.122915059,2.313754326,protein_coding,ENST00000420869,ENSG00000223417
168,RIMBP3B,2.136915252,2.323625697,protein_coding,ENST00000434111,ENSG00000196934
169,SPATA31A1,3.010049756,2.333532206,protein_coding,ENST00000377647,ENSG00000204849
170,SPATA31A1,3.010049756,2.333532206,processed_transcript,ENST00000473440,ENSG00000204849
171,GAGE13,1.946930448,2.357926113,protein_coding,ENST00000381751,ENSG00000237597
172,RGPD1,3.432235052,2.400723999,protein_coding,ENST00000559485,ENSG00000187627
173,RGPD1,3.432235052,2.400723999,nonsense_mediated_decay,ENST00000428128,ENSG00000187627
174,RGPD1,3.432235052,2.400723999,protein_coding,ENST00000409776,ENSG00000187627
175,RGPD1,3.432235052,2.400723999,protein_coding,ENST00000398193,ENSG00000187627
176,PABPC1L2B,9.325897183,2.517518967,protein_coding,ENST00000373521,ENSG00000184388
177,PABPC1L2B,9.325897183,2.517518967,protein_coding,ENST00000538388,ENSG00000184388
178,PABPC1L2B,9.325897183,2.517518967,protein_coding,ENST00000600221,ENSG00000267891
179,PABPC1L2B,9.325897183,2.517518967,protein_coding,ENST00000599154,ENSG00000267891
180,NBPF24,2.508743744,2.574102926,nonsense_mediated_decay,ENST00000480568,ENSG00000203836
181,NBPF24,2.508743744,2.574102926,nonsense_mediated_decay,ENST00000474625,ENSG00000203836
182,NBPF24,2.508743744,2.574102926,protein_coding,ENST00000369226,ENSG00000203836
183,NBPF24,2.508743744,2.574102926,protein_coding,ENST00000369228,ENSG00000203836
184,NBPF24,2.508743744,2.574102926,processed_transcript,ENST00000481201,ENSG00000203836
185,NBPF24,2.508743744,2.574102926,processed_transcript,ENST00000475597,ENSG00000203836
186,NBPF24,2.508743744,2.574102926,processed_transcript,ENST00000469181,ENSG00000203836
187,NBPF24,2.508743744,2.574102926,processed_transcript,ENST00000470042,ENSG00000203836
188,NBPF24,2.508743744,2.574102926,processed_transcript,ENST00000606982,ENSG00000203836
189,RP13-996F3.4,2.207448228,2.601178741,,,
190,PRAMEF19,1.926848961,2.607154939,protein_coding,ENST00000376101,ENSG00000204480
191,PRAMEF19,1.926848961,2.607154939,protein_coding,ENST00000540591,ENSG00000204480
192,GATSL2,2.931409114,2.656818957,protein_coding,ENST00000426327,ENSG00000198750
193,GATSL2,2.931409114,2.656818957,retained_intron,ENST00000332301,ENSG00000198750
194,SRSF10,2.680665896,2.785428757,protein_coding,ENST00000433682,ENSG00000215699
195,SRSF10,2.680665896,2.785428757,protein_coding,ENST00000374457,ENSG00000215699
196,SRSF10,2.680665896,2.785428757,protein_coding,ENST00000374449,ENSG00000215699
197,SRSF10,2.680665896,2.785428757,protein_coding,ENST00000344989,ENSG00000188529
198,SRSF10,2.680665896,2.785428757,protein_coding,ENST00000453840,ENSG00000188529
199,SRSF10,2.680665896,2.785428757,processed_transcript,ENST00000341154,ENSG00000188529
200,SRSF10,2.680665896,2.785428757,protein_coding,ENST00000484146,ENSG00000188529
201,SRSF10,2.680665896,2.785428757,nonsense_mediated_decay,ENST00000473858,ENSG00000188529
202,SRSF10,2.680665896,2.785428757,protein_coding,ENST00000374452,ENSG00000188529
203,SRSF10,2.680665896,2.785428757,protein_coding,ENST00000374453,ENSG00000188529
204,SRSF10,2.680665896,2.785428757,protein_coding,ENST00000343255,ENSG00000188529
205,SRSF10,2.680665896,2.785428757,protein_coding,ENST00000492112,ENSG00000188529
206,SRSF10,2.680665896,2.785428757,retained_intron,ENST00000485841,ENSG00000188529
207,SRSF10,2.680665896,2.785428757,processed_transcript,ENST00000338597,ENSG00000188529
208,SRSF10,2.680665896,2.785428757,nonsense_mediated_decay,ENST00000495785,ENSG00000188529
209,SRSF10,2.680665896,2.785428757,processed_transcript,ENST00000473754,ENSG00000188529
210,SRSF10,2.680665896,2.785428757,processed_transcript,ENST00000497214,ENSG00000188529
211,SRSF10,2.680665896,2.785428757,processed_transcript,ENST00000485292,ENSG00000188529
212,SRSF10,2.680665896,2.785428757,retained_intron,ENST00000469303,ENSG00000188529
213,ZNF705D,3.452337937,2.78878918,protein_coding,ENST00000400085,ENSG00000215343
214,PRAMEF13,2.803518864,2.793830456,protein_coding,ENST00000376132,ENSG00000204495
215,SMN2,3.196291262,2.868170025,protein_coding,ENST00000380743,ENSG00000205571
216,SMN2,3.196291262,2.868170025,protein_coding,ENST00000511812,ENSG00000205571
217,SMN2,3.196291262,2.868170025,nonsense_mediated_decay,ENST00000506734,ENSG00000205571
218,SMN2,3.196291262,2.868170025,protein_coding,ENST00000380742,ENSG00000205571
219,SMN2,3.196291262,2.868170025,retained_intron,ENST00000503678,ENSG00000205571
220,SMN2,3.196291262,2.868170025,nonsense_mediated_decay,ENST00000511873,ENSG00000205571
221,SMN2,3.196291262,2.868170025,retained_intron,ENST00000509805,ENSG00000205571
222,SMN2,3.196291262,2.868170025,retained_intron,ENST00000505346,ENSG00000205571
223,SMN2,3.196291262,2.868170025,retained_intron,ENST00000514914,ENSG00000205571
224,SMN2,3.196291262,2.868170025,retained_intron,ENST00000508258,ENSG00000205571
225,SMN2,3.196291262,2.868170025,nonsense_mediated_decay,ENST00000507458,ENSG00000205571
226,SMN2,3.196291262,2.868170025,protein_coding,ENST00000380741,ENSG00000205571
227,SMN2,3.196291262,2.868170025,nonsense_mediated_decay,ENST00000571656,ENSG00000262170
228,SMN2,3.196291262,2.868170025,nonsense_mediated_decay,ENST00000575481,ENSG00000262170
229,SMN2,3.196291262,2.868170025,protein_coding,ENST00000572839,ENSG00000262170
230,SMN2,3.196291262,2.868170025,protein_coding,ENST00000575993,ENSG00000262170
231,SMN2,3.196291262,2.868170025,protein_coding,ENST00000575598,ENSG00000262170
232,SMN2,3.196291262,2.868170025,nonsense_mediated_decay,ENST00000574020,ENSG00000262170
233,AGAP8,2.721452814,2.895582803,protein_coding,ENST00000602930,ENSG00000174194
234,AGAP8,2.721452814,2.895582803,protein_coding,ENST00000425119,ENSG00000174194
235,AGAP8,2.721452814,2.895582803,protein_coding,ENST00000479304,ENSG00000174194
236,AGAP8,2.721452814,2.895582803,processed_transcript,ENST00000470172,ENSG00000174194
237,AGAP8,2.721452814,2.895582803,processed_transcript,ENST00000484805,ENSG00000174194
238,AGAP8,2.721452814,2.895582803,processed_transcript,ENST00000482521,ENSG00000174194
239,PRAMEF16,2.629513987,2.936084279,protein_coding,ENST00000376121,ENSG00000204488
240,FAM90A26,3.178118421,2.939205695,protein_coding,ENST00000512047,ENSG00000229924
241,FAM90A26,3.178118421,2.939205695,protein_coding,ENST00000432515,ENSG00000229924
242,SPDYE2B,3.420408737,2.99719788,protein_coding,ENST00000507450,ENSG00000173678
243,SPDYE2B,3.420408737,2.99719788,protein_coding,ENST00000455020,ENSG00000173678
244,SPDYE2B,3.420408737,2.99719788,protein_coding,ENST00000436228,ENSG00000173678
245,MRC1,3.291669648,3.020497564,protein_coding,ENST00000569591,ENSG00000260314
246,MRC1,3.291669648,3.020497564,protein_coding,ENST00000239761,ENSG00000120586
247,TBC1D3G,3.967627336,3.083033802,protein_coding,ENST00000394453,ENSG00000161583
248,TBC1D3G,3.967627336,3.083033802,retained_intron,ENST00000589602,ENSG00000161583
249,TBC1D3G,3.967627336,3.083033802,protein_coding,ENST00000592614,ENSG00000161583
250,TBC1D3G,3.967627336,3.083033802,nonsense_mediated_decay,ENST00000590913,ENSG00000161583
251,TBC1D3G,3.967627336,3.083033802,protein_coding,ENST00000341264,ENSG00000161583
252,TBC1D3G,3.967627336,3.083033802,retained_intron,ENST00000589513,ENSG00000161583
253,TBC1D3G,3.967627336,3.083033802,retained_intron,ENST00000587378,ENSG00000161583
254,TBC1D3G,3.967627336,3.083033802,processed_transcript,ENST00000587756,ENSG00000161583
255,TBC1D3G,3.967627336,3.083033802,retained_intron,ENST00000588999,ENSG00000161583
256,TBC1D3G,3.967627336,3.083033802,retained_intron,ENST00000589896,ENSG00000161583
257,TBC1D3G,3.967627336,3.083033802,protein_coding,ENST00000591542,ENSG00000161583
258,TBC1D3G,3.967627336,3.083033802,retained_intron,ENST00000586554,ENSG00000161583
259,TBC1D3G,3.967627336,3.083033802,retained_intron,ENST00000591233,ENSG00000161583
260,TBC1D3G,3.967627336,3.083033802,protein_coding,ENST00000592987,ENSG00000161583
261,TBC1D3G,3.967627336,3.083033802,processed_transcript,ENST00000588834,ENSG00000161583
262,TBC1D3G,3.967627336,3.083033802,processed_transcript,ENST00000589650,ENSG00000161583
263,TBC1D3G,3.967627336,3.083033802,protein_coding,ENST00000330458,ENSG00000161583
264,TBC1D3G,3.967627336,3.083033802,protein_coding,ENST00000535592,ENSG00000161583
265,TBC1D3G,3.967627336,3.083033802,protein_coding,ENST00000535805,ENSG00000161583
266,TBC1D3G,3.967627336,3.083033802,protein_coding,ENST00000569055,ENSG00000260287
267,USP17L10,3.131326781,3.131481189,protein_coding,ENST00000417945,ENSG00000231396
268,MAGEA9B,5.94371679,3.1658333,protein_coding,ENST00000243314,ENSG00000123584
269,MAGEA9B,5.94371679,3.1658333,protein_coding,ENST00000595910,ENSG00000268337
270,ANKRD20A3,3.283974459,3.294671217,nonsense_mediated_decay,ENST00000417703,ENSG00000132498
271,ANKRD20A3,3.283974459,3.294671217,processed_transcript,ENST00000344538,ENSG00000132498
272,ANKRD20A3,3.283974459,3.294671217,protein_coding,ENST00000254835,ENSG00000132498
273,ANKRD20A3,3.283974459,3.294671217,processed_transcript,ENST00000473324,ENSG00000132498
274,ANKRD20A3,3.283974459,3.294671217,processed_transcript,ENST00000485255,ENSG00000132498
275,NPIPA7,3.720555399,3.303998651,processed_transcript,ENST00000540039,ENSG00000183889
276,NPIPA7,3.720555399,3.303998651,processed_transcript,ENST00000536260,ENSG00000183889
277,NPIPA7,3.720555399,3.303998651,processed_transcript,ENST00000537112,ENSG00000183889
278,NPIPA7,3.720555399,3.303998651,processed_transcript,ENST00000537085,ENSG00000183889
279,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000381497,ENSG00000183889
280,NPIPA7,3.720555399,3.303998651,processed_transcript,ENST00000538085,ENSG00000183889
281,NPIPA7,3.720555399,3.303998651,retained_intron,ENST00000534258,ENSG00000183889
282,NPIPA7,3.720555399,3.303998651,processed_transcript,ENST00000535961,ENSG00000183889
283,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000524823,ENSG00000183889
284,NPIPA7,3.720555399,3.303998651,retained_intron,ENST00000283050,ENSG00000183889
285,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000527703,ENSG00000183889
286,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000331436,ENSG00000183889
287,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000541593,ENSG00000183889
288,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000530217,ENSG00000214967
289,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000344087,ENSG00000214967
290,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000422673,ENSG00000214967
291,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000327792,ENSG00000214967
292,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000545114,ENSG00000233024
293,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000427999,ENSG00000233024
294,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000528301,ENSG00000233024
295,NPIPA7,3.720555399,3.303998651,retained_intron,ENST00000526166,ENSG00000233024
296,NPIPA7,3.720555399,3.303998651,processed_transcript,ENST00000546267,ENSG00000233024
297,NPIPA7,3.720555399,3.303998651,retained_intron,ENST00000533010,ENSG00000233024
298,NPIPA7,3.720555399,3.303998651,processed_transcript,ENST00000543228,ENSG00000233024
299,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000541810,ENSG00000233024
300,NPIPA7,3.720555399,3.303998651,protein_coding,ENST00000531453,ENSG00000233024
301,EIF3C,3.190509168,3.358450042,protein_coding,ENST00000566501,ENSG00000184110
302,EIF3C,3.190509168,3.358450042,protein_coding,ENST00000331666,ENSG00000184110
303,EIF3C,3.190509168,3.358450042,protein_coding,ENST00000569690,ENSG00000184110
304,EIF3C,3.190509168,3.358450042,protein_coding,ENST00000564243,ENSG00000184110
305,EIF3C,3.190509168,3.358450042,protein_coding,ENST00000566866,ENSG00000184110
306,EIF3C,3.190509168,3.358450042,protein_coding,ENST00000563139,ENSG00000184110
307,EIF3C,3.190509168,3.358450042,protein_coding,ENST00000568426,ENSG00000184110
308,EIF3C,3.190509168,3.358450042,processed_transcript,ENST00000565099,ENSG00000184110
309,EIF3C,3.190509168,3.358450042,retained_intron,ENST00000565932,ENSG00000184110
310,EIF3C,3.190509168,3.358450042,retained_intron,ENST00000564839,ENSG00000184110
311,EIF3C,3.190509168,3.358450042,retained_intron,ENST00000566519,ENSG00000184110
312,EIF3C,3.190509168,3.358450042,retained_intron,ENST00000569005,ENSG00000184110
313,EIF3C,3.190509168,3.358450042,retained_intron,ENST00000566086,ENSG00000184110
